State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
Kerala,ALAPPUZHA,1999,Whole Year ,Dry ginger,125.0,333.0
Kerala,ALAPPUZHA,1999,Whole Year ,Sugarcane,92.0,2890.0
Kerala,ALAPPUZHA,1999,Whole Year ,Sweet potato,2.0,23.0
Kerala,ALAPPUZHA,1999,Whole Year ,Tapioca,4524.0,90552.0
Kerala,ALAPPUZHA,1999,Whole Year ,Turmeric,11.0,13.0
Kerala,ALAPPUZHA,1999,Winter     ,Rice,10689.0,27593.0
Kerala,ALAPPUZHA,2000,Autumn     ,Rice,9808.0,16384.0
Kerala,ALAPPUZHA,2000,Kharif     ,Sesamum,617.0,201.0
Kerala,ALAPPUZHA,2000,Summer     ,Rice,17536.0,55953.0
Kerala,ALAPPUZHA,2000,Whole Year ,Arecanut,2205.0,917.0
Kerala,ALAPPUZHA,2000,Whole Year ,Banana,595.0,4134.0
Kerala,ALAPPUZHA,2000,Whole Year ,Black pepper,2134.0,297.0
Kerala,ALAPPUZHA,2000,Whole Year ,Cashewnut,4728.0,1234.0
Kerala,ALAPPUZHA,2000,Whole Year ,Coconut ,59775.0,288000000.0
Kerala,ALAPPUZHA,2000,Whole Year ,Dry ginger,161.0,353.0
Kerala,ALAPPUZHA,2000,Whole Year ,Sugarcane,116.0,7900.0
Kerala,ALAPPUZHA,2000,Whole Year ,Sweet potato,1.0,12.0
Kerala,ALAPPUZHA,2000,Whole Year ,Tapioca,4843.0,81313.0
Kerala,ALAPPUZHA,2000,Whole Year ,Turmeric,11.0,12.0
Kerala,ALAPPUZHA,2000,Winter     ,Rice,10396.0,31207.0
Kerala,ALAPPUZHA,2001,Autumn     ,Rice,6851.0,2390.0
Kerala,ALAPPUZHA,2001,Kharif     ,Sesamum,140.0,36.0
Kerala,ALAPPUZHA,2001,Summer     ,Rice,8741.0,22668.0
Kerala,ALAPPUZHA,2001,Whole Year ,Arecanut,2389.0,792.0
Kerala,ALAPPUZHA,2001,Whole Year ,Banana,553.0,3372.0
Kerala,ALAPPUZHA,2001,Whole Year ,Black pepper,2054.0,196.0
Kerala,ALAPPUZHA,2001,Whole Year ,Cashewnut,4472.0,1355.0
Kerala,ALAPPUZHA,2001,Whole Year ,Coconut ,57047.0,280000000.0
Kerala,ALAPPUZHA,2001,Whole Year ,Dry ginger,180.0,308.0
Kerala,ALAPPUZHA,2001,Whole Year ,Rubber,3849.0,4114.0
Kerala,ALAPPUZHA,2001,Whole Year ,Sugarcane,104.0,7080.0
Kerala,ALAPPUZHA,2001,Whole Year ,Sweet potato,4.0,48.0
Kerala,ALAPPUZHA,2001,Whole Year ,Tapioca,4367.0,72694.0
Kerala,ALAPPUZHA,2001,Whole Year ,Turmeric,15.0,20.0
Kerala,ALAPPUZHA,2001,Winter     ,Rice,17519.0,47741.0
Kerala,ALAPPUZHA,2002,Autumn     ,Rice,3721.0,9467.0
Kerala,ALAPPUZHA,2002,Kharif     ,Sesamum,74.0,27.0
Kerala,ALAPPUZHA,2002,Summer     ,Rice,8765.0,28992.0
Kerala,ALAPPUZHA,2002,Whole Year ,Arecanut,2441.0,1016.0
Kerala,ALAPPUZHA,2002,Whole Year ,Banana,470.0,3815.0
Kerala,ALAPPUZHA,2002,Whole Year ,Bhindi,16.0,0.0
Kerala,ALAPPUZHA,2002,Whole Year ,Bitter Gourd,86.0,0.0
Kerala,ALAPPUZHA,2002,Whole Year ,Black pepper,1940.0,174.0
Kerala,ALAPPUZHA,2002,Whole Year ,Brinjal,55.0,0.0
Kerala,ALAPPUZHA,2002,Whole Year ,Cashewnut,4313.0,1349.0
Kerala,ALAPPUZHA,2002,Whole Year ,Cashewnut Raw,4313.0,1349.0
Kerala,ALAPPUZHA,2002,Whole Year ,Coconut ,55407.0,267000000.0
Kerala,ALAPPUZHA,2002,Whole Year ,Drum Stick,825.0,920.0
Kerala,ALAPPUZHA,2002,Whole Year ,Dry ginger,125.0,220.0
Kerala,ALAPPUZHA,2002,Whole Year ,Jack Fruit,3015.0,5.0
Kerala,ALAPPUZHA,2002,Whole Year ,Mango,5708.0,19244.0
Kerala,ALAPPUZHA,2002,Whole Year ,Other Fresh Fruits,883.0,0.0
Kerala,ALAPPUZHA,2002,Whole Year ,other oilseeds,135.0,0.0
Kerala,ALAPPUZHA,2002,Whole Year ,Other Vegetables,1977.0,0.0
Kerala,ALAPPUZHA,2002,Whole Year ,Papaya,1099.0,5467.0
Kerala,ALAPPUZHA,2002,Whole Year ,Pineapple,105.0,403.0
Kerala,ALAPPUZHA,2002,Whole Year ,Rubber,3825.0,4356.0
Kerala,ALAPPUZHA,2002,Whole Year ,Snak Guard,76.0,0.0
Kerala,ALAPPUZHA,2002,Whole Year ,Sugarcane,120.0,8170.0
Kerala,ALAPPUZHA,2002,Whole Year ,Sweet potato,1.0,12.0
Kerala,ALAPPUZHA,2002,Whole Year ,Tapioca,4121.0,70944.0
Kerala,ALAPPUZHA,2002,Whole Year ,Turmeric,9.0,11.0
Kerala,ALAPPUZHA,2002,Winter     ,Rice,17149.0,53102.0
Kerala,ALAPPUZHA,2003,Autumn     ,Rice,5650.0,11736.0
Kerala,ALAPPUZHA,2003,Kharif     ,Sesamum,168.0,38.0
Kerala,ALAPPUZHA,2003,Kharif     ,Small millets,5.0,4.0
Kerala,ALAPPUZHA,2003,Summer     ,Rice,9727.0,21180.0
Kerala,ALAPPUZHA,2003,Whole Year ,Arecanut,2416.0,978.0
Kerala,ALAPPUZHA,2003,Whole Year ,Banana,553.0,3717.0
Kerala,ALAPPUZHA,2003,Whole Year ,Bhindi,11.0,0.0
Kerala,ALAPPUZHA,2003,Whole Year ,Bitter Gourd,90.0,0.0
Kerala,ALAPPUZHA,2003,Whole Year ,Black pepper,1997.0,167.0
Kerala,ALAPPUZHA,2003,Whole Year ,Brinjal,56.0,0.0
Kerala,ALAPPUZHA,2003,Whole Year ,Cashewnut,4092.0,1394.0
Kerala,ALAPPUZHA,2003,Whole Year ,Coconut ,55982.0,312000000.0
Kerala,ALAPPUZHA,2003,Whole Year ,Drum Stick,851.0,945.0
Kerala,ALAPPUZHA,2003,Whole Year ,Dry ginger,117.0,198.0
Kerala,ALAPPUZHA,2003,Whole Year ,Jack Fruit,3015.0,7.0
Kerala,ALAPPUZHA,2003,Whole Year ,Mango,5371.0,19968.0
Kerala,ALAPPUZHA,2003,Whole Year ,Other Fresh Fruits,762.0,0.0
Kerala,ALAPPUZHA,2003,Whole Year ,Other Vegetables,2262.0,0.0
Kerala,ALAPPUZHA,2003,Whole Year ,Papaya,1123.0,5581.0
Kerala,ALAPPUZHA,2003,Whole Year ,Pineapple,87.0,392.0
Kerala,ALAPPUZHA,2003,Whole Year ,Snak Guard,93.0,0.0
Kerala,ALAPPUZHA,2003,Whole Year ,Sugarcane,162.0,11030.0
Kerala,ALAPPUZHA,2003,Whole Year ,Sweet potato,1.0,12.0
Kerala,ALAPPUZHA,2003,Whole Year ,Tapioca,3602.0,85333.0
Kerala,ALAPPUZHA,2003,Whole Year ,Turmeric,8.0,7.0
Kerala,ALAPPUZHA,2003,Winter     ,Rice,16706.0,30092.0
Kerala,ALAPPUZHA,2004,Autumn     ,Rice,6366.0,18345.0
Kerala,ALAPPUZHA,2004,Kharif     ,Sesamum,176.0,48.0
Kerala,ALAPPUZHA,2004,Summer     ,Rice,11991.0,27680.0
Kerala,ALAPPUZHA,2004,Whole Year ,Arecanut,2376.0,1006.0
Kerala,ALAPPUZHA,2004,Whole Year ,Banana,564.0,3725.0
Kerala,ALAPPUZHA,2004,Whole Year ,Black pepper,2079.0,181.0
Kerala,ALAPPUZHA,2004,Whole Year ,Cashewnut,3749.0,1016.0
Kerala,ALAPPUZHA,2004,Whole Year ,Coconut ,56325.0,328000000.0
Kerala,ALAPPUZHA,2004,Whole Year ,Dry ginger,92.0,182.0
Kerala,ALAPPUZHA,2004,Whole Year ,Sugarcane,152.0,10350.0
Kerala,ALAPPUZHA,2004,Whole Year ,Sweet potato,8.0,96.0
Kerala,ALAPPUZHA,2004,Whole Year ,Tapioca,3462.0,82144.0
Kerala,ALAPPUZHA,2004,Whole Year ,Turmeric,11.0,12.0
Kerala,ALAPPUZHA,2004,Winter     ,Rice,13801.0,32466.0
Kerala,ALAPPUZHA,2005,Autumn     ,Rice,8643.0,16555.0
Kerala,ALAPPUZHA,2005,Kharif     ,Sesamum,62.0,17.0
Kerala,ALAPPUZHA,2005,Summer     ,Rice,4465.0,11764.0
Kerala,ALAPPUZHA,2005,Whole Year ,Arecanut,2353.0,950.0
Kerala,ALAPPUZHA,2005,Whole Year ,Banana,578.0,3927.0
Kerala,ALAPPUZHA,2005,Whole Year ,Black pepper,2000.0,177.0
Kerala,ALAPPUZHA,2005,Whole Year ,Cashewnut,3525.0,1182.0
Kerala,ALAPPUZHA,2005,Whole Year ,Coconut ,56154.0,357000000.0
Kerala,ALAPPUZHA,2005,Whole Year ,Dry ginger,34.0,73.0
Kerala,ALAPPUZHA,2005,Whole Year ,Sugarcane,8.0,440.0
Kerala,ALAPPUZHA,2005,Whole Year ,Sweet potato,2.0,24.0
Kerala,ALAPPUZHA,2005,Whole Year ,Tapioca,2668.0,62286.0
Kerala,ALAPPUZHA,2005,Whole Year ,Turmeric,11.0,13.0
Kerala,ALAPPUZHA,2005,Winter     ,Rice,15660.0,43429.0
Kerala,ALAPPUZHA,2006,Autumn     ,Rice,7594.0,22287.0
Kerala,ALAPPUZHA,2006,Kharif     ,Sesamum,192.0,72.0
Kerala,ALAPPUZHA,2006,Summer     ,Rice,9770.0,27762.0
Kerala,ALAPPUZHA,2006,Whole Year ,Arecanut,2021.0,671.0
Kerala,ALAPPUZHA,2006,Whole Year ,Banana,601.0,4310.0
Kerala,ALAPPUZHA,2006,Whole Year ,Black pepper,1872.0,232.0
Kerala,ALAPPUZHA,2006,Whole Year ,Cashewnut,2995.0,978.0
Kerala,ALAPPUZHA,2006,Whole Year ,Coconut ,48726.0,360000000.0
Kerala,ALAPPUZHA,2006,Whole Year ,Dry ginger,66.0,163.0
Kerala,ALAPPUZHA,2006,Whole Year ,Sugarcane,48.0,2860.0
Kerala,ALAPPUZHA,2006,Whole Year ,Sweet potato,6.0,72.0
Kerala,ALAPPUZHA,2006,Whole Year ,Tapioca,2664.0,66790.0
Kerala,ALAPPUZHA,2006,Whole Year ,Turmeric,20.0,21.0
Kerala,ALAPPUZHA,2006,Winter     ,Rice,13696.0,40111.0
Kerala,ALAPPUZHA,2007,Autumn     ,Rice,7991.0,14128.0
Kerala,ALAPPUZHA,2007,Kharif     ,Ragi,1.0,1.0
Kerala,ALAPPUZHA,2007,Kharif     ,Sesamum,61.0,12.0
Kerala,ALAPPUZHA,2007,Summer     ,Rice,15291.0,26776.0
Kerala,ALAPPUZHA,2007,Whole Year ,Arecanut,1696.0,687.0
Kerala,ALAPPUZHA,2007,Whole Year ,Banana,635.0,4072.0
Kerala,ALAPPUZHA,2007,Whole Year ,Black pepper,1790.0,207.0
Kerala,ALAPPUZHA,2007,Whole Year ,Cashewnut,2515.0,993.0
Kerala,ALAPPUZHA,2007,Whole Year ,Coconut ,43976.0,301000000.0
Kerala,ALAPPUZHA,2007,Whole Year ,Dry ginger,94.0,172.0
Kerala,ALAPPUZHA,2007,Whole Year ,Sugarcane,25.0,1870.0
Kerala,ALAPPUZHA,2007,Whole Year ,Sweet potato,6.0,72.0
Kerala,ALAPPUZHA,2007,Whole Year ,Tapioca,2516.0,70918.0
Kerala,ALAPPUZHA,2007,Whole Year ,Turmeric,28.0,34.0
Kerala,ALAPPUZHA,2007,Winter     ,Rice,10053.0,21366.0
Kerala,ALAPPUZHA,2008,Autumn     ,Rice,8755.0,26254.0
Kerala,ALAPPUZHA,2008,Kharif     ,Sesamum,93.0,78.0
Kerala,ALAPPUZHA,2008,Summer     ,Rice,18121.0,55997.0
Kerala,ALAPPUZHA,2008,Whole Year ,Arecanut,1577.0,955.0
Kerala,ALAPPUZHA,2008,Whole Year ,Banana,563.0,3790.0
Kerala,ALAPPUZHA,2008,Whole Year ,Black pepper,1357.0,126.0
Kerala,ALAPPUZHA,2008,Whole Year ,Cashewnut,2150.0,668.0
Kerala,ALAPPUZHA,2008,Whole Year ,Coconut ,38859.0,275000000.0
Kerala,ALAPPUZHA,2008,Whole Year ,Dry ginger,81.0,203.0
Kerala,ALAPPUZHA,2008,Whole Year ,Sugarcane,60.0,5530.0
Kerala,ALAPPUZHA,2008,Whole Year ,Sweet potato,7.0,84.0
Kerala,ALAPPUZHA,2008,Whole Year ,Tapioca,3272.0,95578.0
Kerala,ALAPPUZHA,2008,Whole Year ,Turmeric,22.0,31.0
Kerala,ALAPPUZHA,2008,Winter     ,Rice,7267.0,21999.0
Kerala,ALAPPUZHA,2009,Autumn     ,Rice,9128.0,28912.0
Kerala,ALAPPUZHA,2009,Kharif     ,Sesamum,238.0,50.0
Kerala,ALAPPUZHA,2009,Summer     ,Rice,16820.0,46392.0
Kerala,ALAPPUZHA,2009,Whole Year ,Arecanut,1711.0,1008.0
Kerala,ALAPPUZHA,2009,Whole Year ,Banana,538.0,4322.0
Kerala,ALAPPUZHA,2009,Whole Year ,Black pepper,1387.0,134.0
Kerala,ALAPPUZHA,2009,Whole Year ,Cashewnut,2110.0,814.0
Kerala,ALAPPUZHA,2009,Whole Year ,Coconut ,39816.0,257000000.0
Kerala,ALAPPUZHA,2009,Whole Year ,Dry ginger,61.0,168.0
Kerala,ALAPPUZHA,2009,Whole Year ,Sugarcane,66.0,5790.0
Kerala,ALAPPUZHA,2009,Whole Year ,Sweet potato,4.0,48.0
Kerala,ALAPPUZHA,2009,Whole Year ,Tapioca,2687.0,73478.0
Kerala,ALAPPUZHA,2009,Whole Year ,Turmeric,12.0,21.0
Kerala,ALAPPUZHA,2009,Winter     ,Rice,7492.0,22672.0
Kerala,ALAPPUZHA,2010,Autumn     ,Rice,10445.22,23855.73
Kerala,ALAPPUZHA,2010,Kharif     ,Sesamum,43.05,5.7
Kerala,ALAPPUZHA,2010,Summer     ,Rice,22744.6,58234.49
Kerala,ALAPPUZHA,2010,Whole Year ,Arecanut,1608.73,769.04
Kerala,ALAPPUZHA,2010,Whole Year ,Banana,660.15,5202.36
Kerala,ALAPPUZHA,2010,Whole Year ,Black pepper,1506.15,150.73
Kerala,ALAPPUZHA,2010,Whole Year ,Cashewnut,2092.85,492.62
Kerala,ALAPPUZHA,2010,Whole Year ,Coconut ,39343.71,263500000.0
Kerala,ALAPPUZHA,2010,Whole Year ,Dry ginger,87.46,263.71
Kerala,ALAPPUZHA,2010,Whole Year ,Sugarcane,54.25,4752.0
Kerala,ALAPPUZHA,2010,Whole Year ,Tapioca,2788.49,76992.07
Kerala,ALAPPUZHA,2010,Whole Year ,Turmeric,22.2,31.17
Kerala,ALAPPUZHA,2010,Winter     ,Rice,3869.68,9234.54
Kerala,ALAPPUZHA,2011,Autumn     ,Rice,9966.03,30522.44
Kerala,ALAPPUZHA,2011,Kharif     ,Sesamum,13.93,4.58
Kerala,ALAPPUZHA,2011,Summer     ,Rice,17169.79,53156.99
Kerala,ALAPPUZHA,2011,Whole Year ,Arecanut,1615.43,659.29
Kerala,ALAPPUZHA,2011,Whole Year ,Banana,454.95,3604.05
Kerala,ALAPPUZHA,2011,Whole Year ,Black pepper,724.76,136.22
Kerala,ALAPPUZHA,2011,Whole Year ,Cashewnut,2559.81,547.69
Kerala,ALAPPUZHA,2011,Whole Year ,Coconut ,38555.94,219318000.0
Kerala,ALAPPUZHA,2011,Whole Year ,Dry ginger,93.64,298.28
Kerala,ALAPPUZHA,2011,Whole Year ,Potato,7.0,84.0
Kerala,ALAPPUZHA,2011,Whole Year ,Sugarcane,94.93,8337.2
Kerala,ALAPPUZHA,2011,Whole Year ,Tapioca,2450.86,61076.79
Kerala,ALAPPUZHA,2011,Whole Year ,Turmeric,20.6,41.57
Kerala,ALAPPUZHA,2011,Winter     ,Rice,9115.09,28301.03
Kerala,ALAPPUZHA,2012,Autumn     ,Rice,10758.0,32362.0
Kerala,ALAPPUZHA,2012,Summer     ,Rice,20325.0,57043.0
Kerala,ALAPPUZHA,2012,Whole Year ,Arecanut,1387.0,682.0
Kerala,ALAPPUZHA,2012,Whole Year ,Banana,631.0,5002.0
Kerala,ALAPPUZHA,2012,Whole Year ,Black pepper,639.0,148.0
Kerala,ALAPPUZHA,2012,Whole Year ,Cashewnut,2110.0,436.0
Kerala,ALAPPUZHA,2012,Whole Year ,Coconut ,36986.0,233000000.0
Kerala,ALAPPUZHA,2012,Whole Year ,Cowpea(Lobia),2.0,
Kerala,ALAPPUZHA,2012,Whole Year ,Drum Stick,457.0,277.0
Kerala,ALAPPUZHA,2012,Whole Year ,Dry ginger,89.0,261.0
Kerala,ALAPPUZHA,2012,Whole Year ,Jack Fruit,2199.0,
Kerala,ALAPPUZHA,2012,Whole Year ,Mango,3786.0,16221.0
Kerala,ALAPPUZHA,2012,Whole Year ,Moong(Green Gram),33.0,
Kerala,ALAPPUZHA,2012,Whole Year ,Papaya,1010.0,9255.0
Kerala,ALAPPUZHA,2012,Whole Year ,Pineapple,81.0,569.0
Kerala,ALAPPUZHA,2012,Whole Year ,Pump Kin,30.0,
Kerala,ALAPPUZHA,2012,Whole Year ,Sesamum,60.0,23.0
Kerala,ALAPPUZHA,2012,Whole Year ,Sugarcane,73.0,639.0
Kerala,ALAPPUZHA,2012,Whole Year ,Sweet potato,2.0,21.0
Kerala,ALAPPUZHA,2012,Whole Year ,Tapioca,2545.0,72919.0
Kerala,ALAPPUZHA,2012,Whole Year ,Turmeric,33.0,63.0
Kerala,ALAPPUZHA,2012,Winter     ,Rice,5112.0,15188.0
Kerala,ALAPPUZHA,2012,Winter     ,Sesamum,60.0,23.0
Kerala,ALAPPUZHA,2013,Autumn     ,Rice,6339.0,20589.0
Kerala,ALAPPUZHA,2013,Summer     ,Rice,19626.0,50082.0
Kerala,ALAPPUZHA,2013,Whole Year ,Arecanut,1304.0,513.0
Kerala,ALAPPUZHA,2013,Whole Year ,Banana,472.0,4481.0
Kerala,ALAPPUZHA,2013,Whole Year ,Black pepper,663.0,158.0
Kerala,ALAPPUZHA,2013,Whole Year ,Cashewnut,2118.0,433.0
Kerala,ALAPPUZHA,2013,Whole Year ,Coconut ,36880.0,217000000.0
Kerala,ALAPPUZHA,2013,Whole Year ,Drum Stick,482.0,292.0
Kerala,ALAPPUZHA,2013,Whole Year ,Dry ginger,85.0,292.0
Kerala,ALAPPUZHA,2013,Whole Year ,Mango,4179.0,18300.0
Kerala,ALAPPUZHA,2013,Whole Year ,Moong(Green Gram),20.0,
Kerala,ALAPPUZHA,2013,Whole Year ,Pump Kin,38.0,
Kerala,ALAPPUZHA,2013,Whole Year ,Sesamum,41.0,12.0
Kerala,ALAPPUZHA,2013,Whole Year ,Sugarcane,45.0,403.0
Kerala,ALAPPUZHA,2013,Whole Year ,Sweet potato,3.0,33.0
Kerala,ALAPPUZHA,2013,Whole Year ,Tapioca,2511.0,62212.0
Kerala,ALAPPUZHA,2013,Whole Year ,Turmeric,31.0,63.0
Kerala,ALAPPUZHA,2013,Winter     ,Rice,11438.0,36195.0
Kerala,ALAPPUZHA,2014,Autumn     ,Rice,11073.0,28432.0
Kerala,ALAPPUZHA,2014,Summer     ,Rice,18685.0,60549.0
Kerala,ALAPPUZHA,2014,Whole Year ,Arecanut,1332.0,641.0
Kerala,ALAPPUZHA,2014,Whole Year ,Banana,450.0,3733.0
Kerala,ALAPPUZHA,2014,Whole Year ,Black pepper,614.0,147.0
Kerala,ALAPPUZHA,2014,Whole Year ,Cashewnut,1921.0,318.0
Kerala,ALAPPUZHA,2014,Whole Year ,Coconut ,35161.0,218000000.0
Kerala,ALAPPUZHA,2014,Whole Year ,Cowpea(Lobia),8.0,
Kerala,ALAPPUZHA,2014,Whole Year ,Drum Stick,494.0,334.0
Kerala,ALAPPUZHA,2014,Whole Year ,Dry ginger,77.0,261.0
Kerala,ALAPPUZHA,2014,Whole Year ,Mango,4123.0,20707.0
Kerala,ALAPPUZHA,2014,Whole Year ,Moong(Green Gram),48.0,
Kerala,ALAPPUZHA,2014,Whole Year ,Papaya,960.0,7925.0
Kerala,ALAPPUZHA,2014,Whole Year ,Pineapple,72.0,681.0
Kerala,ALAPPUZHA,2014,Whole Year ,Pump Kin,41.0,
Kerala,ALAPPUZHA,2014,Whole Year ,Sesamum,62.0,16.87
Kerala,ALAPPUZHA,2014,Whole Year ,Sugarcane,54.9,25.0
Kerala,ALAPPUZHA,2014,Whole Year ,Sweet potato,7.0,75.0
Kerala,ALAPPUZHA,2014,Whole Year ,Tapioca,2670.0,87834.0
Kerala,ALAPPUZHA,2014,Whole Year ,Turmeric,36.0,78.0
Kerala,ALAPPUZHA,2014,Winter     ,Rice,4657.0,14114.0
Kerala,ERNAKULAM,1997,Whole Year ,Arecanut,3513.0,6148.0
Kerala,ERNAKULAM,1997,Whole Year ,Black pepper,6659.0,1114.0
Kerala,ERNAKULAM,1997,Whole Year ,Cashewnut,2389.0,1316.0
Kerala,ERNAKULAM,1997,Whole Year ,Coconut ,61016.0,382000.0
Kerala,ERNAKULAM,1997,Whole Year ,Tapioca,5732.0,134817.0
Kerala,ERNAKULAM,1998,Autumn     ,Rice,16822.0,28778.0
Kerala,ERNAKULAM,1998,Kharif     ,Sesamum,589.0,311.0
Kerala,ERNAKULAM,1998,Summer     ,Rice,12446.0,19138.0
Kerala,ERNAKULAM,1998,Whole Year ,Arecanut,3604.0,1941.0
Kerala,ERNAKULAM,1998,Whole Year ,Banana,3026.0,41314.0
Kerala,ERNAKULAM,1998,Whole Year ,Black pepper,6039.0,1026.0
Kerala,ERNAKULAM,1998,Whole Year ,Cashewnut,1374.0,517.0
Kerala,ERNAKULAM,1998,Whole Year ,Coconut ,61719.0,345000000.0
Kerala,ERNAKULAM,1998,Whole Year ,Dry chillies,10.0,9.0
Kerala,ERNAKULAM,1998,Whole Year ,Dry ginger,442.0,1234.0
Kerala,ERNAKULAM,1998,Whole Year ,Sugarcane,12.0,840.0
Kerala,ERNAKULAM,1998,Whole Year ,Sweet potato,4.0,45.0
Kerala,ERNAKULAM,1998,Whole Year ,Tapioca,5021.0,140764.0
Kerala,ERNAKULAM,1998,Whole Year ,Turmeric,436.0,746.0
Kerala,ERNAKULAM,1998,Winter     ,Rice,20462.0,36613.0
Kerala,ERNAKULAM,1999,Autumn     ,Rice,15467.0,31401.0
Kerala,ERNAKULAM,1999,Kharif     ,Sesamum,236.0,131.0
Kerala,ERNAKULAM,1999,Summer     ,Rice,9737.0,17067.0
Kerala,ERNAKULAM,1999,Whole Year ,Arecanut,3964.0,2661.0
Kerala,ERNAKULAM,1999,Whole Year ,Banana,4200.0,41312.0
Kerala,ERNAKULAM,1999,Whole Year ,Black pepper,7002.0,906.0
Kerala,ERNAKULAM,1999,Whole Year ,Cashewnut,1576.0,549.0
Kerala,ERNAKULAM,1999,Whole Year ,Coconut ,68110.0,406000000.0
Kerala,ERNAKULAM,1999,Whole Year ,Dry ginger,469.0,1592.0
Kerala,ERNAKULAM,1999,Whole Year ,Sugarcane,15.0,1890.0
Kerala,ERNAKULAM,1999,Whole Year ,Sweet potato,8.0,90.0
Kerala,ERNAKULAM,1999,Whole Year ,Tapioca,5131.0,154251.0
Kerala,ERNAKULAM,1999,Whole Year ,Turmeric,505.0,864.0
Kerala,ERNAKULAM,1999,Winter     ,Rice,17690.0,33858.0
Kerala,ERNAKULAM,2000,Autumn     ,Rice,14600.0,26770.0
Kerala,ERNAKULAM,2000,Kharif     ,Sesamum,238.0,100.0
Kerala,ERNAKULAM,2000,Summer     ,Rice,7381.0,11941.0
Kerala,ERNAKULAM,2000,Whole Year ,Arecanut,4238.0,3349.0
Kerala,ERNAKULAM,2000,Whole Year ,Banana,4737.0,31880.0
Kerala,ERNAKULAM,2000,Whole Year ,Black pepper,7312.0,918.0
Kerala,ERNAKULAM,2000,Whole Year ,Cashewnut,1578.0,496.0
Kerala,ERNAKULAM,2000,Whole Year ,Coconut ,67402.0,358000000.0
Kerala,ERNAKULAM,2000,Whole Year ,Dry ginger,446.0,1343.0
Kerala,ERNAKULAM,2000,Whole Year ,Sugarcane,14.0,1760.0
Kerala,ERNAKULAM,2000,Whole Year ,Sweet potato,12.0,135.0
Kerala,ERNAKULAM,2000,Whole Year ,Tapioca,5208.0,154559.0
Kerala,ERNAKULAM,2000,Whole Year ,Turmeric,575.0,1186.0
Kerala,ERNAKULAM,2000,Winter     ,Rice,15452.0,26596.0
Kerala,ERNAKULAM,2001,Autumn     ,Rice,11821.0,22370.0
Kerala,ERNAKULAM,2001,Kharif     ,Sesamum,192.0,82.0
Kerala,ERNAKULAM,2001,Summer     ,Rice,6693.0,10867.0
Kerala,ERNAKULAM,2001,Whole Year ,Arecanut,4662.0,3607.0
Kerala,ERNAKULAM,2001,Whole Year ,Banana,5447.0,38650.0
Kerala,ERNAKULAM,2001,Whole Year ,Black pepper,7941.0,1219.0
Kerala,ERNAKULAM,2001,Whole Year ,Cashewnut,1468.0,724.0
Kerala,ERNAKULAM,2001,Whole Year ,Coconut ,62684.0,343000000.0
Kerala,ERNAKULAM,2001,Whole Year ,Dry ginger,462.0,1399.0
Kerala,ERNAKULAM,2001,Whole Year ,Rubber,56710.0,73219.0
Kerala,ERNAKULAM,2001,Whole Year ,Sugarcane,12.0,1510.0
Kerala,ERNAKULAM,2001,Whole Year ,Sweet potato,13.0,146.0
Kerala,ERNAKULAM,2001,Whole Year ,Tapioca,5777.0,143424.0
